EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5660836,DUPLIN (ZONE), ,8/26/1998,0,Hurricane (Typhoon), , ,0,0,0,0,NC,EST, ,2083672,Z,90,MHX,0,0,DEPT OF HIGHWAYS, , , , , , , , ,8/27/1998,2300, , , , ,,"Hurricane Bonnie, a minimal Catagory III Hurricane approached the coast of North Carolina on August 26th. The slow moving hurricane initially crossed Cape Fear during the late afternoon on the 26th, then pivoted northeast along the North Carolina coast during the evening. With part of the circulation center on land, the storm weakened to Catagory I storm in the early morning hours of the 27th before making landfall near the Onslow/Pender county line. The storm then continued to move slowly northeast at speeds of 10 mph or less. Bonnie was downgraded to a Tropical Storm during the afternoon of the 27th but later was reclassified as a Hurricane as she moved off Kitty Hawk late in the evening. Bonnie was a unique storm in that the strongest winds were not located around the center of circulation like a typical hurricane but encompassed a large area in the eastern semi-circle. The most damaging winds were contained in the precursor rain bands where localized downbursts produced siginficant damage...especially along the coast of Carteret county which appeared to sustain the most damage from the storm. The slow movement of the storm contributed to excessive rainfall amounts with totals of 7-10 inches common across eastern North Carolina. Since much of the region had experienced below normal rainfall during the  summer months,  the resulting flood was not as damaging as it could have been. The Southeast Cape Fear River in Duplin county had the most significant flooding with areas near Chinquapin reporting high water. Elsewhere flooding of poor drainage and low lying areas predominated. Coastal/Storm surge flooding  was not  as extensive as with Huuricanes Fran or Bertha but several locations did report significant problems. The hardest hit area was Belhaven where storm surge flooding along the Pungo River flooded 2/3rds of the homes in the area with water levels as high as 6 ft above normal. Other coastal flooding was reported in Manns Harbor and Stumpy Point in Dare county, Washington in Beaufort county, Near Hobucken in Pamlico county, Swansboro in Onslow county and along the south shore of the Albemarle sound in Washington and Tyrrell counties. Many docks, piers and bulkheads were damaged or destroyed by the storm. Along the Outer Banks, soundside flooding from the Pamlico Sound late on the 27th and early on the 28th produced water levels 4-6 feet above normal in Manteo on Roanoke Island and over portions of Hatteras Island where Route 12 was closed briefly due to high water. Storm surge at the beaches of Onslow and Carteret counties was generally 3-5 feet above normal with moderate beach erosion. North Topsail Beach lost most of the protective dunes constructed after the hurricanes of 1996. Tens of thousands of tires, part of an artificial reef,  washed up on the shore of Bogue Banks. Wind damage was greatest along Bogue Banks where two hotels and one department store lost roofs. The Iron Steamer and Indian Beach piers sustained significant damage losing large sections due to the combination of wind and rough surf. The hurricane also produced 7 confirmed tornadoes during the afternoon and evening of the 26th. The heavy rains and strong winds also led to significant crop damage with Onslow county reporting over 110 million dollars in damages. Several minor injuries but no loss of life were reported during the storm.",140
5660835,CRAVEN (ZONE), ,8/26/1998,0,Hurricane (Typhoon), , ,0,0,0,0,NC,EST, ,2083672,Z,93,MHX,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , , ,8/27/1998,2300, , , , ,,"Hurricane Bonnie, a minimal Catagory III Hurricane approached the coast of North Carolina on August 26th. The slow moving hurricane initially crossed Cape Fear during the late afternoon on the 26th, then pivoted northeast along the North Carolina coast during the evening. With part of the circulation center on land, the storm weakened to Catagory I storm in the early morning hours of the 27th before making landfall near the Onslow/Pender county line. The storm then continued to move slowly northeast at speeds of 10 mph or less. Bonnie was downgraded to a Tropical Storm during the afternoon of the 27th but later was reclassified as a Hurricane as she moved off Kitty Hawk late in the evening. Bonnie was a unique storm in that the strongest winds were not located around the center of circulation like a typical hurricane but encompassed a large area in the eastern semi-circle. The most damaging winds were contained in the precursor rain bands where localized downbursts produced siginficant damage...especially along the coast of Carteret county which appeared to sustain the most damage from the storm. The slow movement of the storm contributed to excessive rainfall amounts with totals of 7-10 inches common across eastern North Carolina. Since much of the region had experienced below normal rainfall during the  summer months,  the resulting flood was not as damaging as it could have been. The Southeast Cape Fear River in Duplin county had the most significant flooding with areas near Chinquapin reporting high water. Elsewhere flooding of poor drainage and low lying areas predominated. Coastal/Storm surge flooding  was not  as extensive as with Huuricanes Fran or Bertha but several locations did report significant problems. The hardest hit area was Belhaven where storm surge flooding along the Pungo River flooded 2/3rds of the homes in the area with water levels as high as 6 ft above normal. Other coastal flooding was reported in Manns Harbor and Stumpy Point in Dare county, Washington in Beaufort county, Near Hobucken in Pamlico county, Swansboro in Onslow county and along the south shore of the Albemarle sound in Washington and Tyrrell counties. Many docks, piers and bulkheads were damaged or destroyed by the storm. Along the Outer Banks, soundside flooding from the Pamlico Sound late on the 27th and early on the 28th produced water levels 4-6 feet above normal in Manteo on Roanoke Island and over portions of Hatteras Island where Route 12 was closed briefly due to high water. Storm surge at the beaches of Onslow and Carteret counties was generally 3-5 feet above normal with moderate beach erosion. North Topsail Beach lost most of the protective dunes constructed after the hurricanes of 1996. Tens of thousands of tires, part of an artificial reef,  washed up on the shore of Bogue Banks. Wind damage was greatest along Bogue Banks where two hotels and one department store lost roofs. The Iron Steamer and Indian Beach piers sustained significant damage losing large sections due to the combination of wind and rough surf. The hurricane also produced 7 confirmed tornadoes during the afternoon and evening of the 26th. The heavy rains and strong winds also led to significant crop damage with Onslow county reporting over 110 million dollars in damages. Several minor injuries but no loss of life were reported during the storm.",141
5664278,BRUNSWICK (ZONE), ,8/26/1998,600,Hurricane (Typhoon), , ,0,0,35000000,64000000,NC,EST, ,2149107,Z,100,ILM,0,0,NWS STORM SURVEY, , , , , , , , ,8/27/1998,400, , , , ,"The eye of slow-moving Hurricane Bonnie made landfall at Bald Head Island during mid-afternoon and took 2 hours to exit the county. Wind reports ranged as high as 93 mph at Southport, where damage was most extensive...the 50-foot steeple was blown down from the Mt Carmel Methodist Church and many trees and homes were damaged. Rainfall ranged from around 7 inches in the east side of the county, where there was extensive ponding of water, to 2 inches in the west. Storm surge was  5-8 feet on the eastern barrier islands, with 2 feet overwash reported on Bald Head Island. Extensive beach erosion occurred on the eastern end of Holden Beach, where up to 20 feet of dune was lost and some homes were undermined. In Supply, the Brunswick Community Hospital suffered the loss of 3000 square feet of roof and an air conditioner. 12,000 people were evacuated from the coast, 3,000 went to emergency shelters. Crops lost included cotton, soybeans, corn, tobacco. Federal Disaster declared.",,142
5664368,NEW HANOVER (ZONE), ,8/26/1998,600,Hurricane (Typhoon), , ,0,0,26200000,0,NC,EST, ,2084619,Z,101,ILM,0,0,NWS STORM SURVEY, , , , , , , , ,8/27/1998,500, , , , ,"The eye of slow-moving Hurricane Bonnie made landfall at Cape Fear during the late afternon and moved up thecoast, with the stronger east side of the storm remaining offshore. Wind gusts were generally around 100 MPH along the coast and lighter inland.At the airport, gusts reached 74 MPH. Rainfall amounts were around 10 inches, causing ponding of water and flooding across the north end of the county around Castle Hayne. Storm surge was 7 to 9 feet, with most barrier island overwash from the sound side, not the ocean side. Federal Disaster declared.",,143
5664367,PENDER (ZONE), ,8/26/1998,900,Hurricane (Typhoon), , ,0,0,11000000,6100000,NC,EST, ,2084618,Z,97,ILM,0,0,NWS STORM SURVEY, , , , , , , , ,8/27/1998,600, , , , ,"Hurricane Bonnie moved slowly up the county coastline with the more powerful wind on the east side of the storm remaining offshore. The highest wind gust report was 98 MPH in Topsail Beach. Rainfall was around 10 inches, causing widespread flooding and the closing of many roads through midmorning of the 27th. Storm surge was 5 to 7 feet, with minor barrier island overwash from the sound side, and little if any from the ocean side. Federal Disaster declared.",,144
5664940,BERTIE (ZONE), ,8/26/1998,2000,Hurricane (Typhoon), , ,0,0,3400000,0,NC,EST, ,2148972,Z,30,AKQ,0,0,EMERGENCY MANAGER, , , , , , , , ,8/28/1998,1100, , , , ,,Hurricane Bonnie moved along the coast of northeast North Carolina on August 27th. Very strong winds and heavy rains associated with Bonnie's spiral bands hammered northeast North Carolina Thursday afternoon into early Friday morning. The highest sustained wind speed recorded at the Elizabeth City Coast Guard Station (ECG) was 59 mph with gusts to 73 mph. The Currituck county EOC reported a gust to 93 mph. Numerous trees and power lines blown down resulted in scattered property damage and widespread power outages. A 12 year old girl was killed when a large tree fell on her home. Coastal Pasquotank and Camden counties in North Carolina experienced approximately a 6 foot surge in the Albemarle Sound flooding coastal sections of those counties including the business district of downtown Elizabeth City. Chowan county experienced a 5 to 6 foot surge from the Albemarle Sound causing some flooding in Edenton. Currituck county reported only minor flooding from the Currituck Sound. Rainfall amounts generally ranged from 1 to 3 inches and caused some street flooding. The lowest sea level pressure recorded at the Elizabeth City Coast Guard Station (ECG) was 995.7 mb.,145
5664942,CHOWAN (ZONE), ,8/26/1998,2000,Hurricane (Typhoon), , ,0,0,2000000,0,NC,EST, ,2148972,Z,31,AKQ,0,0,EMERGENCY MANAGER, , , , , , , , ,8/28/1998,1100, , , , ,,Hurricane Bonnie moved along the coast of northeast North Carolina on August 27th. Very strong winds and heavy rains associated with Bonnie's spiral bands hammered northeast North Carolina Thursday afternoon into early Friday morning. The highest sustained wind speed recorded at the Elizabeth City Coast Guard Station (ECG) was 59 mph with gusts to 73 mph. The Currituck county EOC reported a gust to 93 mph. Numerous trees and power lines blown down resulted in scattered property damage and widespread power outages. A 12 year old girl was killed when a large tree fell on her home. Coastal Pasquotank and Camden counties in North Carolina experienced approximately a 6 foot surge in the Albemarle Sound flooding coastal sections of those counties including the business district of downtown Elizabeth City. Chowan county experienced a 5 to 6 foot surge from the Albemarle Sound causing some flooding in Edenton. Currituck county reported only minor flooding from the Currituck Sound. Rainfall amounts generally ranged from 1 to 3 inches and caused some street flooding. The lowest sea level pressure recorded at the Elizabeth City Coast Guard Station (ECG) was 995.7 mb.,146
5664945,PASQUOTANK (ZONE), ,8/26/1998,2000,Hurricane (Typhoon), , ,0,0,2000000,0,NC,EST, ,2148972,Z,15,AKQ,0,0,EMERGENCY MANAGER, , , , , , , , ,8/28/1998,1100, , , , ,,Hurricane Bonnie moved along the coast of northeast North Carolina on August 27th. Very strong winds and heavy rains associated with Bonnie's spiral bands hammered northeast North Carolina Thursday afternoon into early Friday morning. The highest sustained wind speed recorded at the Elizabeth City Coast Guard Station (ECG) was 59 mph with gusts to 73 mph. The Currituck county EOC reported a gust to 93 mph. Numerous trees and power lines blown down resulted in scattered property damage and widespread power outages. A 12 year old girl was killed when a large tree fell on her home. Coastal Pasquotank and Camden counties in North Carolina experienced approximately a 6 foot surge in the Albemarle Sound flooding coastal sections of those counties including the business district of downtown Elizabeth City. Chowan county experienced a 5 to 6 foot surge from the Albemarle Sound causing some flooding in Edenton. Currituck county reported only minor flooding from the Currituck Sound. Rainfall amounts generally ranged from 1 to 3 inches and caused some street flooding. The lowest sea level pressure recorded at the Elizabeth City Coast Guard Station (ECG) was 995.7 mb.,147
5664944,WESTERN CURRITUCK (ZONE), ,8/26/1998,2000,Hurricane (Typhoon), , ,1,0,2000000,0,NC,EST, ,2148972,Z,17,AKQ,0,0,EMERGENCY MANAGER, , , , , , , , ,8/28/1998,1100, , , , ,,Hurricane Bonnie moved along the coast of northeast North Carolina on August 27th. Very strong winds and heavy rains associated with Bonnie's spiral bands hammered northeast North Carolina Thursday afternoon into early Friday morning. The highest sustained wind speed recorded at the Elizabeth City Coast Guard Station (ECG) was 59 mph with gusts to 73 mph. The Currituck county EOC reported a gust to 93 mph. Numerous trees and power lines blown down resulted in scattered property damage and widespread power outages. A 12 year old girl was killed when a large tree fell on her home. Coastal Pasquotank and Camden counties in North Carolina experienced approximately a 6 foot surge in the Albemarle Sound flooding coastal sections of those counties including the business district of downtown Elizabeth City. Chowan county experienced a 5 to 6 foot surge from the Albemarle Sound causing some flooding in Edenton. Currituck county reported only minor flooding from the Currituck Sound. Rainfall amounts generally ranged from 1 to 3 inches and caused some street flooding. The lowest sea level pressure recorded at the Elizabeth City Coast Guard Station (ECG) was 995.7 mb.,148
5664941,CAMDEN (ZONE), ,8/26/1998,2000,Hurricane (Typhoon), , ,0,0,2000000,0,NC,EST, ,2148972,Z,16,AKQ,0,0,EMERGENCY MANAGER, , , , , , , , ,8/28/1998,1100, , , , ,,Hurricane Bonnie moved along the coast of northeast North Carolina on August 27th. Very strong winds and heavy rains associated with Bonnie's spiral bands hammered northeast North Carolina Thursday afternoon into early Friday morning. The highest sustained wind speed recorded at the Elizabeth City Coast Guard Station (ECG) was 59 mph with gusts to 73 mph. The Currituck county EOC reported a gust to 93 mph. Numerous trees and power lines blown down resulted in scattered property damage and widespread power outages. A 12 year old girl was killed when a large tree fell on her home. Coastal Pasquotank and Camden counties in North Carolina experienced approximately a 6 foot surge in the Albemarle Sound flooding coastal sections of those counties including the business district of downtown Elizabeth City. Chowan county experienced a 5 to 6 foot surge from the Albemarle Sound causing some flooding in Edenton. Currituck county reported only minor flooding from the Currituck Sound. Rainfall amounts generally ranged from 1 to 3 inches and caused some street flooding. The lowest sea level pressure recorded at the Elizabeth City Coast Guard Station (ECG) was 995.7 mb.,149
5664946,PERQUIMANS (ZONE), ,8/26/1998,2000,Hurricane (Typhoon), , ,0,0,2000000,0,NC,EST, ,2148972,Z,32,AKQ,0,0,EMERGENCY MANAGER, , , , , , , , ,8/28/1998,1100, , , , ,,Hurricane Bonnie moved along the coast of northeast North Carolina on August 27th. Very strong winds and heavy rains associated with Bonnie's spiral bands hammered northeast North Carolina Thursday afternoon into early Friday morning. The highest sustained wind speed recorded at the Elizabeth City Coast Guard Station (ECG) was 59 mph with gusts to 73 mph. The Currituck county EOC reported a gust to 93 mph. Numerous trees and power lines blown down resulted in scattered property damage and widespread power outages. A 12 year old girl was killed when a large tree fell on her home. Coastal Pasquotank and Camden counties in North Carolina experienced approximately a 6 foot surge in the Albemarle Sound flooding coastal sections of those counties including the business district of downtown Elizabeth City. Chowan county experienced a 5 to 6 foot surge from the Albemarle Sound causing some flooding in Edenton. Currituck county reported only minor flooding from the Currituck Sound. Rainfall amounts generally ranged from 1 to 3 inches and caused some street flooding. The lowest sea level pressure recorded at the Elizabeth City Coast Guard Station (ECG) was 995.7 mb.,150
5664943,EASTERN CURRITUCK (ZONE), ,8/26/1998,2000,Hurricane (Typhoon), , ,0,0,0,0,NC,EST, ,2148972,Z,102,AKQ,0,0,EMERGENCY MANAGER, , , , , , , , ,8/28/1998,1100, , , , ,,Hurricane Bonnie moved along the coast of northeast North Carolina on August 27th. Very strong winds and heavy rains associated with Bonnie's spiral bands hammered northeast North Carolina Thursday afternoon into early Friday morning. The highest sustained wind speed recorded at the Elizabeth City Coast Guard Station (ECG) was 59 mph with gusts to 73 mph. The Currituck county EOC reported a gust to 93 mph. Numerous trees and power lines blown down resulted in scattered property damage and widespread power outages. A 12 year old girl was killed when a large tree fell on her home. Coastal Pasquotank and Camden counties in North Carolina experienced approximately a 6 foot surge in the Albemarle Sound flooding coastal sections of those counties including the business district of downtown Elizabeth City. Chowan county experienced a 5 to 6 foot surge from the Albemarle Sound causing some flooding in Edenton. Currituck county reported only minor flooding from the Currituck Sound. Rainfall amounts generally ranged from 1 to 3 inches and caused some street flooding. The lowest sea level pressure recorded at the Elizabeth City Coast Guard Station (ECG) was 995.7 mb.,151
5665937,FRANKLIN (ZONE), ,8/27/1998,2000,Hurricane (Typhoon), , ,0,0,0,0,NC,EST, ,1068389,Z,26,RAH,0,0,OFFICIAL NWS OBS., , , , , , , , ,8/28/1998,1500, , , , ,,"Hurricane Bonnie made landfall along the southern coast of North Carolina. Only fringe effects were felt in the central sections of the state. Rainbands associated with Bonnie spread inland as far west as Louisburg...Raleigh...Raven Rock...Fort Bragg...and Fayetteville. Torrential rains and strong gusty winds accompanied the rainbands through the night on the 27th and into the daylight hours on the 28th. The strongest winds were recorded over Sampson and Wayne counties where gusts over 50 mph occurred. Elsewhere, gusts to 40 mph occurred with the rainbands.  Damage was sporadic and confined to the southeast portions of central North Carolina.  About 20 roads were blocked for several hours in Harnett county and there were numerous reports of trees being blown down across Sampson, Wayne, Johnston, Wilson, Harnett, and Cumberland counties. About ten thousand people lost power in these areas sometime during the storm. Tobacco losses were extensive. The estimated total value of the tobacco crop lost due to Bonnie ranged from 25 to 50 million dollars.

Rainfall amounts averaged 2 to 4 inches over the eastern Piedmont and Sandhills with amounts dropping rapidly west of Raleigh and Fayetteville.  For example, downtown Raleigh recorded around 2 inches of rain while the Raleigh/Durham Airport, 10 miles west of downtown, recorded only 1/3 of an inch. Elsewhere, some of the higher amounts included: Wilson 4.94 inches, Clinton 4.45 inches, Goldsboro 3.74 inches, Erwin 2.80 inches, Clayton 2.76 inches, Rocky Mount 2.74 inches, and Fayetteville 2.17 inches.",152
5665943,WAKE (ZONE), ,8/27/1998,2000,Hurricane (Typhoon), , ,0,0,0,0,NC,EST, ,1068389,Z,41,RAH,0,0,OFFICIAL NWS OBS., , , , , , , , ,8/28/1998,1500, , , , ,,"Hurricane Bonnie made landfall along the southern coast of North Carolina. Only fringe effects were felt in the central sections of the state. Rainbands associated with Bonnie spread inland as far west as Louisburg...Raleigh...Raven Rock...Fort Bragg...and Fayetteville. Torrential rains and strong gusty winds accompanied the rainbands through the night on the 27th and into the daylight hours on the 28th. The strongest winds were recorded over Sampson and Wayne counties where gusts over 50 mph occurred. Elsewhere, gusts to 40 mph occurred with the rainbands.  Damage was sporadic and confined to the southeast portions of central North Carolina.  About 20 roads were blocked for several hours in Harnett county and there were numerous reports of trees being blown down across Sampson, Wayne, Johnston, Wilson, Harnett, and Cumberland counties. About ten thousand people lost power in these areas sometime during the storm. Tobacco losses were extensive. The estimated total value of the tobacco crop lost due to Bonnie ranged from 25 to 50 million dollars.

Rainfall amounts averaged 2 to 4 inches over the eastern Piedmont and Sandhills with amounts dropping rapidly west of Raleigh and Fayetteville.  For example, downtown Raleigh recorded around 2 inches of rain while the Raleigh/Durham Airport, 10 miles west of downtown, recorded only 1/3 of an inch. Elsewhere, some of the higher amounts included: Wilson 4.94 inches, Clinton 4.45 inches, Goldsboro 3.74 inches, Erwin 2.80 inches, Clayton 2.76 inches, Rocky Mount 2.74 inches, and Fayetteville 2.17 inches.",153
5665944,WAYNE (ZONE), ,8/27/1998,2000,Hurricane (Typhoon), , ,0,0,0,0,NC,EST, ,1068389,Z,78,RAH,0,0,OFFICIAL NWS OBS., , , , , , , , ,8/28/1998,1500, , , , ,,"Hurricane Bonnie made landfall along the southern coast of North Carolina. Only fringe effects were felt in the central sections of the state. Rainbands associated with Bonnie spread inland as far west as Louisburg...Raleigh...Raven Rock...Fort Bragg...and Fayetteville. Torrential rains and strong gusty winds accompanied the rainbands through the night on the 27th and into the daylight hours on the 28th. The strongest winds were recorded over Sampson and Wayne counties where gusts over 50 mph occurred. Elsewhere, gusts to 40 mph occurred with the rainbands.  Damage was sporadic and confined to the southeast portions of central North Carolina.  About 20 roads were blocked for several hours in Harnett county and there were numerous reports of trees being blown down across Sampson, Wayne, Johnston, Wilson, Harnett, and Cumberland counties. About ten thousand people lost power in these areas sometime during the storm. Tobacco losses were extensive. The estimated total value of the tobacco crop lost due to Bonnie ranged from 25 to 50 million dollars.

Rainfall amounts averaged 2 to 4 inches over the eastern Piedmont and Sandhills with amounts dropping rapidly west of Raleigh and Fayetteville.  For example, downtown Raleigh recorded around 2 inches of rain while the Raleigh/Durham Airport, 10 miles west of downtown, recorded only 1/3 of an inch. Elsewhere, some of the higher amounts included: Wilson 4.94 inches, Clinton 4.45 inches, Goldsboro 3.74 inches, Erwin 2.80 inches, Clayton 2.76 inches, Rocky Mount 2.74 inches, and Fayetteville 2.17 inches.",154
5666187,WILSON (ZONE), ,8/27/1998,2000,Hurricane (Typhoon), , ,0,0,0,50000000,NC,EST, ,1068389,Z,43,RAH,0,0,OFFICIAL NWS OBS., , , , , , , , ,8/28/1998,1500, , , , ,"Hurricane Bonnie made landfall along the southern coast of North Carolina. Only fringe effects were felt in central sections of the state. Rainbands associated with Bonnie spread inland and as far west as Louisburg...Raleigh...Raven Rock...Fort Bragg...and Fayetteville. Torrential rains and strong gusty winds accompanied the rainbands through the night on the 27th and into the daylight hours on the 28th. The strongest winds were recorded over Sampson and Wayne counties were gusts to over 50 mph occurred. Elsewhere, gusts to 40 mph occurred with the rainbands. Damage was sporadic and confined to the southeast portions of central North Carolina. About 20 roads were blocked for several hours in Harnett county and there were numerous reports of trees being blown down across Sampson, Wayne, Johnston, Wilson, Harnett and Cumberland counties. About 10,000 people lost power in these areas sometime during the storm. Tobacco losses in central North Carolina were extensive. Wilson county lost 200 pounds per acre, Johnston county lost 75 pounds per acre, and Edgecombe 100 pounds per acre. The estimated total value of the tobacco crop lost due to Bonnie ranged to near 25 to 50 million dollars.

Rainfall amounts averaged 2 to 4 inches over the eastern Piedmont and Sandhills with amounts dropping rapidly west of Raleigh and Fayetteville. For example, downtown Raleigh recorded around 2 inches of rain while the Raleigh/Durham Airport 10 miles west of downtown Raleigh recorded only 1/3 of an inch. Elsewhere, some of the higher amounts included: Wilson 4.94 inches, Clinton 4.45 inches, Goldsboro 3.74 inches, Erwin 2.80 inches, Clayton 2.76 inches, Rocky Mount 2.74 inches, and Fayetteville 2.17 inches.","Hurricane Bonnie made landfall along the southern coast of North Carolina. Only fringe effects were felt in the central sections of the state. Rainbands associated with Bonnie spread inland as far west as Louisburg...Raleigh...Raven Rock...Fort Bragg...and Fayetteville. Torrential rains and strong gusty winds accompanied the rainbands through the night on the 27th and into the daylight hours on the 28th. The strongest winds were recorded over Sampson and Wayne counties where gusts over 50 mph occurred. Elsewhere, gusts to 40 mph occurred with the rainbands.  Damage was sporadic and confined to the southeast portions of central North Carolina.  About 20 roads were blocked for several hours in Harnett county and there were numerous reports of trees being blown down across Sampson, Wayne, Johnston, Wilson, Harnett, and Cumberland counties. About ten thousand people lost power in these areas sometime during the storm. Tobacco losses were extensive. The estimated total value of the tobacco crop lost due to Bonnie ranged from 25 to 50 million dollars.

Rainfall amounts averaged 2 to 4 inches over the eastern Piedmont and Sandhills with amounts dropping rapidly west of Raleigh and Fayetteville.  For example, downtown Raleigh recorded around 2 inches of rain while the Raleigh/Durham Airport, 10 miles west of downtown, recorded only 1/3 of an inch. Elsewhere, some of the higher amounts included: Wilson 4.94 inches, Clinton 4.45 inches, Goldsboro 3.74 inches, Erwin 2.80 inches, Clayton 2.76 inches, Rocky Mount 2.74 inches, and Fayetteville 2.17 inches.",155
5665938,HARNETT (ZONE), ,8/27/1998,2000,Hurricane (Typhoon), , ,0,0,0,0,NC,EST, ,1068389,Z,77,RAH,0,0,OFFICIAL NWS OBS., , , , , , , , ,8/28/1998,1500, , , , ,,"Hurricane Bonnie made landfall along the southern coast of North Carolina. Only fringe effects were felt in the central sections of the state. Rainbands associated with Bonnie spread inland as far west as Louisburg...Raleigh...Raven Rock...Fort Bragg...and Fayetteville. Torrential rains and strong gusty winds accompanied the rainbands through the night on the 27th and into the daylight hours on the 28th. The strongest winds were recorded over Sampson and Wayne counties where gusts over 50 mph occurred. Elsewhere, gusts to 40 mph occurred with the rainbands.  Damage was sporadic and confined to the southeast portions of central North Carolina.  About 20 roads were blocked for several hours in Harnett county and there were numerous reports of trees being blown down across Sampson, Wayne, Johnston, Wilson, Harnett, and Cumberland counties. About ten thousand people lost power in these areas sometime during the storm. Tobacco losses were extensive. The estimated total value of the tobacco crop lost due to Bonnie ranged from 25 to 50 million dollars.

Rainfall amounts averaged 2 to 4 inches over the eastern Piedmont and Sandhills with amounts dropping rapidly west of Raleigh and Fayetteville.  For example, downtown Raleigh recorded around 2 inches of rain while the Raleigh/Durham Airport, 10 miles west of downtown, recorded only 1/3 of an inch. Elsewhere, some of the higher amounts included: Wilson 4.94 inches, Clinton 4.45 inches, Goldsboro 3.74 inches, Erwin 2.80 inches, Clayton 2.76 inches, Rocky Mount 2.74 inches, and Fayetteville 2.17 inches.",156
5665940,JOHNSTON (ZONE), ,8/27/1998,2000,Hurricane (Typhoon), , ,0,0,0,0,NC,EST, ,1068389,Z,42,RAH,0,0,OFFICIAL NWS OBS., , , , , , , , ,8/28/1998,1500, , , , ,,"Hurricane Bonnie made landfall along the southern coast of North Carolina. Only fringe effects were felt in the central sections of the state. Rainbands associated with Bonnie spread inland as far west as Louisburg...Raleigh...Raven Rock...Fort Bragg...and Fayetteville. Torrential rains and strong gusty winds accompanied the rainbands through the night on the 27th and into the daylight hours on the 28th. The strongest winds were recorded over Sampson and Wayne counties where gusts over 50 mph occurred. Elsewhere, gusts to 40 mph occurred with the rainbands.  Damage was sporadic and confined to the southeast portions of central North Carolina.  About 20 roads were blocked for several hours in Harnett county and there were numerous reports of trees being blown down across Sampson, Wayne, Johnston, Wilson, Harnett, and Cumberland counties. About ten thousand people lost power in these areas sometime during the storm. Tobacco losses were extensive. The estimated total value of the tobacco crop lost due to Bonnie ranged from 25 to 50 million dollars.

Rainfall amounts averaged 2 to 4 inches over the eastern Piedmont and Sandhills with amounts dropping rapidly west of Raleigh and Fayetteville.  For example, downtown Raleigh recorded around 2 inches of rain while the Raleigh/Durham Airport, 10 miles west of downtown, recorded only 1/3 of an inch. Elsewhere, some of the higher amounts included: Wilson 4.94 inches, Clinton 4.45 inches, Goldsboro 3.74 inches, Erwin 2.80 inches, Clayton 2.76 inches, Rocky Mount 2.74 inches, and Fayetteville 2.17 inches.",157
5665942,SAMPSON (ZONE), ,8/27/1998,2000,Hurricane (Typhoon), , ,0,0,0,0,NC,EST, ,1068389,Z,89,RAH,0,0,OFFICIAL NWS OBS., , , , , , , , ,8/28/1998,1500, , , , ,,"Hurricane Bonnie made landfall along the southern coast of North Carolina. Only fringe effects were felt in the central sections of the state. Rainbands associated with Bonnie spread inland as far west as Louisburg...Raleigh...Raven Rock...Fort Bragg...and Fayetteville. Torrential rains and strong gusty winds accompanied the rainbands through the night on the 27th and into the daylight hours on the 28th. The strongest winds were recorded over Sampson and Wayne counties where gusts over 50 mph occurred. Elsewhere, gusts to 40 mph occurred with the rainbands.  Damage was sporadic and confined to the southeast portions of central North Carolina.  About 20 roads were blocked for several hours in Harnett county and there were numerous reports of trees being blown down across Sampson, Wayne, Johnston, Wilson, Harnett, and Cumberland counties. About ten thousand people lost power in these areas sometime during the storm. Tobacco losses were extensive. The estimated total value of the tobacco crop lost due to Bonnie ranged from 25 to 50 million dollars.

Rainfall amounts averaged 2 to 4 inches over the eastern Piedmont and Sandhills with amounts dropping rapidly west of Raleigh and Fayetteville.  For example, downtown Raleigh recorded around 2 inches of rain while the Raleigh/Durham Airport, 10 miles west of downtown, recorded only 1/3 of an inch. Elsewhere, some of the higher amounts included: Wilson 4.94 inches, Clinton 4.45 inches, Goldsboro 3.74 inches, Erwin 2.80 inches, Clayton 2.76 inches, Rocky Mount 2.74 inches, and Fayetteville 2.17 inches.",158
